rank,filter,grade,name,category,subscribers,views,stats_url,date_scraped,source
17,subs weekly,2.5,Dyland PROS,Gaming,15.5M,167.44K,https://www.noxinfluencer.com/youtube/channel/UCXdmo_q4SawYMz-dmeKEHPQ,2022-09-14T06:23:47+00Z,noxinfluencer
18,subs weekly,2,RCTI - LAYAR DRAMA INDONESIA,Entertainment,15.4M,52.16K,https://www.noxinfluencer.com/youtube/channel/UCzTsWuCdVP_vehWyGwPcS3Q,2022-09-14T06:23:47+00Z,noxinfluencer
19,subs weekly,2,Kerajinan 5-Menit,Howto & Style,15.2M,14.43K,https://www.noxinfluencer.com/youtube/channel/UClIYfCAhMAlacxT0e_sl1uA,2022-09-14T06:23:47+00Z,noxinfluencer
20,subs weekly,2,Like Nastya IDN,Entertainment,15.2M,162.71K,https://www.noxinfluencer.com/youtube/channel/UCui_SuV6CzSgB1bdwL5utzg,2022-09-14T06:23:47+00Z,noxinfluencer
21,subs weekly,3,Daftar Populer,Entertainment,14.6M,81.93K,https://www.noxinfluencer.com/youtube/channel/UCQW2tTNJ40V2T6MqV1eMZ0w,2022-09-14T06:23:47+00Z,noxinfluencer
22,subs weekly,4.5,Arif muhammad,Comedy,14.5M,2.89M,https://www.noxinfluencer.com/youtube/channel/UCfx3oPv3cJm2aCJ7UnhKx8A,2022-09-14T06:23:47+00Z,noxinfluencer
23,subs weekly,2,MNCTV OFFICIAL,Entertainment,13.8M,56.55K,https://www.noxinfluencer.com/youtube/channel/UC34xi8JB1AKSotPUKHywbaA,2022-09-14T06:23:47+00Z,noxinfluencer
24,subs weekly,2,KOMPASTV,News & Politics,13M,12.34K,https://www.noxinfluencer.com/youtube/channel/UC5BMIWZe9isJXLZZWPWvBlg,2022-09-14T06:23:47+00Z,noxinfluencer
25,subs weekly,2,The Shiny Peanut,Entertainment,12.9M,16.85K,https://www.noxinfluencer.com/youtube/channel/UCgiO267R4Qo-SJF2UzH5ccQ,2022-09-14T06:23:47+00Z,noxinfluencer
26,subs weekly,2,BUDI01 GAMING,Gaming,12.7M,1.53M,https://www.noxinfluencer.com/youtube/channel/UC8qp0ZmavLOGeSdLxSUZO8w,2022-09-14T06:23:47+00Z,noxinfluencer
27,subs weekly,0.5,SAAIHALILINTAR,Entertainment,12.6M,401.88K,https://www.noxinfluencer.com/youtube/channel/UCEIdGryox368qWinrZ9eA8A,2022-09-14T06:23:47+00Z,noxinfluencer
28,subs weekly,3,Yudist Ardhana,Entertainment,12M,241K,https://www.noxinfluencer.com/youtube/channel/UCvc00uetYIML9D-7BBrEXLA,2022-09-14T06:23:47+00Z,noxinfluencer
29,subs weekly,3,Troom Troom Indonesia,People & Blogs,12M,205.74K,https://www.noxinfluencer.com/youtube/channel/UCtGmhXT_NSTK5j_r9a9xdYA,2022-09-14T06:23:47+00Z,noxinfluencer
30,subs weekly,2,FrontaL Gaming,Gaming,11.7M,371.95K,https://www.noxinfluencer.com/youtube/channel/UCW6fcXU68QShoXPkxnPxATw,2022-09-14T06:23:47+00Z,noxinfluencer
31,subs weekly,3.5,Jessica Jane,Entertainment,10.8M,1.54M,https://www.noxinfluencer.com/youtube/channel/UCFuM3BWlLM3YbLjkXBiJ8-A,2022-09-14T06:23:47+00Z,noxinfluencer
32,subs weekly,2,GNP Music,Music,10.3M,60.47K,https://www.noxinfluencer.com/youtube/channel/UCJYG48dCgMA-p5BVDabi3nQ,2022-09-14T06:23:47+00Z,noxinfluencer
33,subs weekly,3,hasanjr11,Gaming,10.2M,194.92K,https://www.noxinfluencer.com/youtube/channel/UCgqAMw2V_Ddy4SfmovUTh8Q,2022-09-14T06:23:47+00Z,noxinfluencer
34,subs weekly,2.5,Islam Populer,Education,10.1M,51.97K,https://www.noxinfluencer.com/youtube/channel/UCXhg6jUrkGLiiwk7Zr13SuQ,2022-09-14T06:23:47+00Z,noxinfluencer
35,subs weekly,4,Little Angel Bahasa Indonesia - Lagu Anak,Education,10M,1.33M,https://www.noxinfluencer.com/youtube/channel/UCdrHrQf0o0TO8YDntXJ4VIQ,2022-09-14T06:23:47+00Z,noxinfluencer
36,subs weekly,2.5,SULE PRODUCTIONS,Entertainment,9.95M,439.86K,https://www.noxinfluencer.com/youtube/channel/UCZWk_k207M--sLScrLdM3JQ,2022-09-14T06:23:47+00Z,noxinfluencer
37,subs weekly,3,Raditya Dika,People & Blogs,9.86M,433.68K,https://www.noxinfluencer.com/youtube/channel/UC0rzsIrAxF4kCsALP6J2EsA,2022-09-14T06:23:47+00Z,noxinfluencer
38,subs weekly,2,Ini Talk Show,Comedy,9.86M,171.44K,https://www.noxinfluencer.com/youtube/channel/UCo1CFjot3CX97sn_ngJnGPg,2022-09-14T06:23:47+00Z,noxinfluencer
39,subs weekly,4,GadgetIn,Science & Technology,9.8M,1.77M,https://www.noxinfluencer.com/youtube/channel/UC1dI4tO13ApuSX0QeX8pHng,2022-09-14T06:23:47+00Z,noxinfluencer
40,subs weekly,2,CNN Indonesia,News & Politics,9.72M,10.22K,https://www.noxinfluencer.com/youtube/channel/UCKII0Ml9S5wneKbHswmUrIQ,2022-09-14T06:23:47+00Z,noxinfluencer
41,subs weekly,4.5,Nihongo Mantappu,People & Blogs,9.68M,1.12M,https://www.noxinfluencer.com/youtube/channel/UC1Gmqqs_Myzl2KHIeqfUC9A,2022-09-14T06:23:47+00Z,noxinfluencer
42,subs weekly,3,Nessie Judge,Comedy,9.56M,841.56K,https://www.noxinfluencer.com/youtube/channel/UC_SBt2BFBkExq_azj-P5lNA,2022-09-14T06:23:47+00Z,noxinfluencer
43,subs weekly,2.5,efdewe,Gaming,9.55M,136.55K,https://www.noxinfluencer.com/youtube/channel/UCIWUnAI0GL4LDfCUeOOq7xg,2022-09-14T06:23:47+00Z,noxinfluencer
44,subs weekly,2,tvOneNews,News & Politics,9.42M,14.33K,https://www.noxinfluencer.com/youtube/channel/UCER4rvDnRBPr_ncYW4UCZjg,2022-09-14T06:23:47+00Z,noxinfluencer
45,subs weekly,2.5,LetDa Hyper,Gaming,9.39M,23.98K,https://www.noxinfluencer.com/youtube/channel/UCCsHdU66sCbEtklvSVAGPsQ,2022-09-14T06:23:47+00Z,noxinfluencer
46,subs weekly,3,Lagu Anak Indonesia Balita,Education,9.35M,575.61K,https://www.noxinfluencer.com/youtube/channel/UC5Tg_aUYKBtpnGipTVqDDuQ,2022-09-14T06:23:47+00Z,noxinfluencer
47,subs weekly,3,Ani Nurhayani,Entertainment,9.26M,212.41K,https://www.noxinfluencer.com/youtube/channel/UCs89kFyfKM24SFFAb_vqpBQ,2022-09-14T06:23:47+00Z,noxinfluencer
48,subs weekly,2.5,PANJI PETUALANG,Pets & Animals,9.26M,426.57K,https://www.noxinfluencer.com/youtube/channel/UCK80fj7o9HUEWvobSVp2J-Q,2022-09-14T06:23:47+00Z,noxinfluencer
49,subs weekly,3.5,Sara Wijayanto,People & Blogs,9.25M,1.21M,https://www.noxinfluencer.com/youtube/channel/UCa3k1_nfBeXbf7be6Dcy_vQ,2022-09-14T06:23:47+00Z,noxinfluencer
50,subs weekly,3.5,Aishwa Nahla Official,Music,9.24M,9.2M,https://www.noxinfluencer.com/youtube/channel/UC1nqMqjwWkcN80yfHM6Hcow,2022-09-14T06:23:47+00Z,noxinfluencer
51,subs weekly,2.5,Rendy Rangers,Gaming,9.19M,44.6K,https://www.noxinfluencer.com/youtube/channel/UCg_GNu-J5_naq-k1kUfq1Rw,2022-09-14T06:23:47+00Z,noxinfluencer
52,subs weekly,4,Bobon Santoso,Entertainment,9.13M,921.43K,https://www.noxinfluencer.com/youtube/channel/UCCeJqNJdhaydrlubVLzyErQ,2022-09-14T06:23:47+00Z,noxinfluencer
53,subs weekly,4.5,Mikael TubeHD,People & Blogs,9.08M,654.12K,https://www.noxinfluencer.com/youtube/channel/UCFSqAZl3AxxMyaHouB2GKSg,2022-09-14T06:23:47+00Z,noxinfluencer
54,subs weekly,4,Upin & Ipin,Entertainment,9.03M,589.31K,https://www.noxinfluencer.com/youtube/channel/UChzn43FSMt_2TR97COECjRw,2022-09-14T06:23:47+00Z,noxinfluencer
55,subs weekly,3,Tayo Bus Kecil - Tayo Bahasa Indonesia,Education,9.03M,1.08M,https://www.noxinfluencer.com/youtube/channel/UCUaZwCnn6Z-16BmkKngSs0g,2022-09-14T06:23:47+00Z,noxinfluencer
56,subs weekly,3,The Onsu Family,Entertainment,9.02M,249.82K,https://www.noxinfluencer.com/youtube/channel/UCJvQLi9uJEGBpD8t3DZyHpw,2022-09-14T06:23:47+00Z,noxinfluencer
57,subs weekly,1.5,The LetsPlay Family,Entertainment,8.98M,1.14M,https://www.noxinfluencer.com/youtube/channel/UCnN-PlxUJifRxrtyb2vgk7w,2022-09-14T06:23:47+00Z,noxinfluencer
58,subs weekly,3,deHakims,Pets & Animals,8.95M,627K,https://www.noxinfluencer.com/youtube/channel/UC7-sh4gtS5oJkwqOyt8s3CQ,2022-09-14T06:23:47+00Z,noxinfluencer
59,subs weekly,1,Nussa Official,Entertainment,8.84M,804.21K,https://www.noxinfluencer.com/youtube/channel/UCV2jNjJEtO0Hr3b1Es3xPJg,2022-09-14T06:23:47+00Z,noxinfluencer
60,subs weekly,2.5,Najwa Shihab,News & Politics,8.59M,1.04M,https://www.noxinfluencer.com/youtube/channel/UCo8h2TY_uBkAVUIc14m_KCA,2022-09-14T06:23:47+00Z,noxinfluencer
61,subs weekly,3,SISI TERANG,Howto & Style,8.58M,26.61K,https://www.noxinfluencer.com/youtube/channel/UCSg-Y9uI1E-my-I4WKKioEQ,2022-09-14T06:23:47+00Z,noxinfluencer
62,subs weekly,4,Windah Basudara,Gaming,8.51M,364.95K,https://www.noxinfluencer.com/youtube/channel/UCoIiiHof6BJ85PLuLkuxuhw,2022-09-14T06:23:47+00Z,noxinfluencer
63,subs weekly,2,NAGASWARA Official Video | Indonesia Music Channel,Music,8.43M,21.49K,https://www.noxinfluencer.com/youtube/channel/UChvdpkJqIaVo7kbKPtmKXhA,2022-09-14T06:23:47+00Z,noxinfluencer
64,subs weekly,2.5,Daftar5,Entertainment,8.28M,115.53K,https://www.noxinfluencer.com/youtube/channel/UCGooqe5Poe7wK6xmScAm4Kw,2022-09-14T06:23:47+00Z,noxinfluencer
65,subs weekly,2.5,kemas pake z,Gaming,8.28M,32.05K,https://www.noxinfluencer.com/youtube/channel/UCCEs4SbttY3l73m0WsZix3g,2022-09-14T06:23:47+00Z,noxinfluencer
66,subs weekly,2,Netmediatama,Entertainment,8.14M,1.91K,https://www.noxinfluencer.com/youtube/channel/UCrmgXElfpFPD9LDc_0aUfew,2022-09-14T06:23:47+00Z,noxinfluencer
67,subs weekly,2.5,MOP Channel,Entertainment,8.14M,29.61K,https://www.noxinfluencer.com/youtube/channel/UCrrimexxJpH-zLIrg_IPV_w,2022-09-14T06:23:47+00Z,noxinfluencer
68,subs weekly,4.5,WARINTIL OFFICIAL,Comedy,8.13M,3.44M,https://www.noxinfluencer.com/youtube/channel/UCEHprhvK2xu0CYKcnbMshBw,2022-09-14T06:23:47+00Z,noxinfluencer
69,subs weekly,3,KopraL Jono,Gaming,8.1M,431.01K,https://www.noxinfluencer.com/youtube/channel/UCS1a9Q2__fjNt_8Wik0RFTg,2022-09-14T06:23:47+00Z,noxinfluencer
70,subs weekly,4.5,Jeevan Akawa,Comedy,8.08M,314.88K,https://www.noxinfluencer.com/youtube/channel/UC4Z9EjODYWG91KEk-Q8DWPw,2022-09-14T06:23:47+00Z,noxinfluencer
71,subs weekly,3,Erpan1140,Gaming,8.08M,519.67K,https://www.noxinfluencer.com/youtube/channel/UCHtehvb3p55uRCQBDCwF-ow,2022-09-14T06:23:47+00Z,noxinfluencer
72,subs weekly,3,Maell Lee,Comedy,8.05M,810.8K,https://www.noxinfluencer.com/youtube/channel/UCgYmNAhjfv5GYWBOfzp831Q,2022-09-14T06:23:47+00Z,noxinfluencer
73,subs weekly,2.5,TRI SUAKA CHANNEL,Entertainment,8M,15.59K,https://www.noxinfluencer.com/youtube/channel/UCxHRAILTOBZNR8J9GZFaniw,2022-09-14T06:23:47+00Z,noxinfluencer
74,subs weekly,2,Tribunnews,News & Politics,7.96M,18.51K,https://www.noxinfluencer.com/youtube/channel/UCmxAIW7RDDC88EPk4ry16Kg,2022-09-14T06:23:47+00Z,noxinfluencer
75,subs weekly,2,MD Entertainment,Film & Animation,7.82M,3.08K,https://www.noxinfluencer.com/youtube/channel/UC3e0KfJEE6s46nn6_N-DMaQ,2022-09-14T06:23:47+00Z,noxinfluencer
76,subs weekly,3.5,fikrifadlu,Entertainment,7.74M,927.94K,https://www.noxinfluencer.com/youtube/channel/UC4AXZK3XiR-kz1Nk01LhxmQ,2022-09-14T06:23:47+00Z,noxinfluencer
77,subs weekly,2.5,Rizky Riplay,Film & Animation,7.62M,391.08K,https://www.noxinfluencer.com/youtube/channel/UC7GWXKxiy9_AU9TytEh00eg,2022-09-14T06:23:47+00Z,noxinfluencer
78,subs weekly,2.5,Angga Candra,Entertainment,7.46M,232.94K,https://www.noxinfluencer.com/youtube/channel/UCJdzixqmMBoCMoMkrQ8F8FQ,2022-09-14T06:23:47+00Z,noxinfluencer
79,subs weekly,2,Cumicumi,Entertainment,7.37M,17.47K,https://www.noxinfluencer.com/youtube/channel/UC5A_pdnOOcMsaBzFAHiTMLg,2022-09-14T06:23:47+00Z,noxinfluencer
80,subs weekly,3.5,Oura Gaming,Gaming,7.27M,354.3K,https://www.noxinfluencer.com/youtube/channel/UCirWugW5e03u3DUGA87s58A,2022-09-14T06:23:47+00Z,noxinfluencer
81,subs weekly,0,Royan Mobil RC,Autos & Vehicles,7.24M,15.06K,https://www.noxinfluencer.com/youtube/channel/UCzqSaeUu-jYcfRcOjBFq0DA,2022-09-14T06:23:47+00Z,noxinfluencer
82,subs weekly,1.5,animasinopal,Comedy,7.24M,3.47M,https://www.noxinfluencer.com/youtube/channel/UC5IA7MpYcbhbA28RgyQrV0A,2022-09-14T06:23:47+00Z,noxinfluencer
83,subs weekly,0.5,Official Sabyan gambus,Music,7.13M,123.97M,https://www.noxinfluencer.com/youtube/channel/UCfMcMOvgflhwW3FQtLosn7Q,2022-09-14T06:23:47+00Z,noxinfluencer
84,subs weekly,4.5,Putih Abu-Abu,Music,7.11M,1.31M,https://www.noxinfluencer.com/youtube/channel/UCIqzqfsgUqctbM-MANntwuQ,2022-09-14T06:23:47+00Z,noxinfluencer
85,subs weekly,2.5,Muse Indonesia,Film & Animation,7.06M,34.32K,https://www.noxinfluencer.com/youtube/channel/UCxxnxya_32jcKj4yN1_kD7A,2022-09-14T06:23:47+00Z,noxinfluencer
86,subs weekly,2.5,musisi jogja project,Music,6.97M,24.97K,https://www.noxinfluencer.com/youtube/channel/UCUE-BF1Q5E6Sz1KidSnSRYw,2022-09-14T06:23:47+00Z,noxinfluencer
87,subs weekly,2.5,Rasyah Rasyid,Gaming,6.96M,78.99K,https://www.noxinfluencer.com/youtube/channel/UCEgqJ5EKBATUwpkM6fVuGiA,2022-09-14T06:23:47+00Z,noxinfluencer
88,subs weekly,2,Hi Patrick,Entertainment,6.95M,47K,https://www.noxinfluencer.com/youtube/channel/UCZB0J8mVXqPe3ej6UYlS4DQ,2022-09-14T06:23:47+00Z,noxinfluencer
89,subs weekly,3.5,Heidi dan Zidane,People & Blogs,6.81M,154.05K,https://www.noxinfluencer.com/youtube/channel/UCcp_vTc53n_HfHRShAAEyCw,2022-09-14T06:23:47+00Z,noxinfluencer
90,subs weekly,2,DJ Opus,Music,6.81M,138.59K,https://www.noxinfluencer.com/youtube/channel/UCwTSXttL8gc13UlPXU7YNjQ,2022-09-14T06:23:47+00Z,noxinfluencer
91,subs weekly,3,Kang Ujang Busthomi cirebon,People & Blogs,6.73M,252.71K,https://www.noxinfluencer.com/youtube/channel/UCxTVvAgJyIjw-zmJex4nyhg,2022-09-14T06:23:47+00Z,noxinfluencer
92,subs weekly,3.5,123 GO! Indonesian,Howto & Style,6.67M,1.08M,https://www.noxinfluencer.com/youtube/channel/UC43nz9qnZ7AIrbOlfxejTig,2022-09-14T06:23:47+00Z,noxinfluencer
93,subs weekly,2.5,KULGAR,Gaming,6.57M,52.13K,https://www.noxinfluencer.com/youtube/channel/UCBcREx7wgTLTIj_VKFgOEDQ,2022-09-14T06:23:47+00Z,noxinfluencer
94,subs weekly,1.5,FATEH HALILINTAR,Entertainment,6.56M,860.59K,https://www.noxinfluencer.com/youtube/channel/UCi_ujFc2fgNt21RgVY5hvGg,2022-09-14T06:23:47+00Z,noxinfluencer
95,subs weekly,2.5,86 & Custom Protection NET,Entertainment,6.53M,22.41K,https://www.noxinfluencer.com/youtube/channel/UCkjCVt4XfWH_S_2_ayNTTIA,2022-09-14T06:23:47+00Z,noxinfluencer
96,subs weekly,2,Sidul Tube,Entertainment,6.53M,8.49K,https://www.noxinfluencer.com/youtube/channel/UCyIEVMhLpr-zmqZN9v2Ka_w,2022-09-14T06:23:47+00Z,noxinfluencer
97,subs weekly,0.5,Indonesian Idol,Entertainment,6.46M,932.2K,https://www.noxinfluencer.com/youtube/channel/UCpr5mSSUbIQU816dNjaDdyg,2022-09-14T06:23:47+00Z,noxinfluencer
98,subs weekly,2.5,Obbyphy,Gaming,6.45M,272.38K,https://www.noxinfluencer.com/youtube/channel/UC8J8jWVZK9isJAU579ulheg,2022-09-14T06:23:47+00Z,noxinfluencer
99,subs weekly,3,Calon Sarjana,Entertainment,6.41M,87.1K,https://www.noxinfluencer.com/youtube/channel/UC-ASDT9n-sUPwA7uUPN0OoQ,2022-09-14T06:23:47+00Z,noxinfluencer
100,subs weekly,3.5,TAULANY TV,People & Blogs,6.36M,1.32M,https://www.noxinfluencer.com/youtube/channel/UC6SPCnTAIanF2_8ST2wrQzw,2022-09-14T06:23:47+00Z,noxinfluencer
1,avgview weekly,3,Indonesian Youtubers,People & Blogs,1.56M,19.91M,https://www.noxinfluencer.com/youtube/channel/UC-z1ubmS-iHMVr83EEwRS2g,2022-09-14T06:23:48+00Z,noxinfluencer
2,avgview weekly,3.5,Aishwa Nahla Official,Music,9.24M,9.2M,https://www.noxinfluencer.com/youtube/channel/UC1nqMqjwWkcN80yfHM6Hcow,2022-09-14T06:23:48+00Z,noxinfluencer
3,avgview weekly,3,MILYHYA,Gaming,5.05M,8.81M,https://www.noxinfluencer.com/youtube/channel/UC0ohl1eKTtlJNqbD-HWRQVg,2022-09-14T06:23:48+00Z,noxinfluencer
4,avgview weekly,3,Itakimo Bali,Comedy,1.2M,8.46M,https://www.noxinfluencer.com/youtube/channel/UCMwoWc6kXCqdOq6qLlH59Lw,2022-09-14T06:23:48+00Z,noxinfluencer
5,avgview weekly,2.5,Grab Indonesia,People & Blogs,402K,7.87M,https://www.noxinfluencer.com/youtube/channel/UCGW3n9AJpF31TS9hqC7FXdw,2022-09-14T06:23:48+00Z,noxinfluencer
6,avgview weekly,2,IT'S ME BCL,People & Blogs,2.96M,6.67M,https://www.noxinfluencer.com/youtube/channel/UCUlBc3wk27vIlAYDaIxtOIQ,2022-09-14T06:23:48+00Z,noxinfluencer
7,avgview weekly,3,RAFFA BADRI29,Music,1.81M,6.57M,https://www.noxinfluencer.com/youtube/channel/UCPRMSOHYjpyZ5cZZR9-rgZg,2022-09-14T06:23:48+00Z,noxinfluencer
8,avgview weekly,2,Maulana Ardiansyah,Music,2.07M,6.17M,https://www.noxinfluencer.com/youtube/channel/UCfHQmOQ1Ynej5GZsU83hOSA,2022-09-14T06:23:48+00Z,noxinfluencer
9,avgview weekly,2.5,Kredivo,Science & Technology,84.1K,6.15M,https://www.noxinfluencer.com/youtube/channel/UCMNUm-na4GVPM4qR9YqZKug,2022-09-14T06:23:48+00Z,noxinfluencer
10,avgview weekly,2.5,Mr Fian,Gaming,1.77M,5.82M,https://www.noxinfluencer.com/youtube/channel/UCtT3Ol5D1Rw4Icjt2qgsG7g,2022-09-14T06:23:48+00Z,noxinfluencer
11,avgview weekly,3,Arief Putra,Music,1.2M,5.68M,https://www.noxinfluencer.com/youtube/channel/UCmiJjv8BbzLahKpsfkQaBnA,2022-09-14T06:23:48+00Z,noxinfluencer
12,avgview weekly,3.5,WOKO CHANNEL,Comedy,2.21M,5.34M,https://www.noxinfluencer.com/youtube/channel/UCPvfUrQ8M4OmrnoGwrDuAaQ,2022-09-14T06:23:48+00Z,noxinfluencer
13,avgview weekly,2.5,IPANK PRO,Music,616K,4.85M,https://www.noxinfluencer.com/youtube/channel/UCNLjlxlDYKdGCK183mwA_ig,2022-09-14T06:23:48+00Z,noxinfluencer
14,avgview weekly,4,Willie Salim,People & Blogs,6.02M,4.73M,https://www.noxinfluencer.com/youtube/channel/UCPCaXSwaos-QI03iZtx8I6g,2022-09-14T06:23:48+00Z,noxinfluencer
15,avgview weekly,2,Tahta Rizky Origma,Travel & Events,542K,4.73M,https://www.noxinfluencer.com/youtube/channel/UCNCLmBtGIE0oXxZ0KY33KUA,2022-09-14T06:23:48+00Z,noxinfluencer
16,avgview weekly,2.5,LINTANG MEDIA,Education,4.33M,4.68M,https://www.noxinfluencer.com/youtube/channel/UCvFbK1xQGHlMBWRnGCVPF-Q,2022-09-14T06:23:48+00Z,noxinfluencer
17,avgview weekly,3,Bryan Furran,Comedy,1.84M,4.59M,https://www.noxinfluencer.com/youtube/channel/UCXHGdWKfu_AHn4Ygy7dP7oA,2022-09-14T06:23:48+00Z,noxinfluencer
18,avgview weekly,4,The tira,Entertainment,1.24M,4.49M,https://www.noxinfluencer.com/youtube/channel/UCCy2xE0E7D1QN3sp89JL7qA,2022-09-14T06:23:48+00Z,noxinfluencer
19,avgview weekly,4,BAGAS CRAFT,Film & Animation,3.21M,4.3M,https://www.noxinfluencer.com/youtube/channel/UCsO46TcN-gMwcFo3VbPav-g,2022-09-14T06:23:48+00Z,noxinfluencer
20,avgview weekly,4.5,Deddy Corbuzier,Entertainment,19.4M,4.29M,https://www.noxinfluencer.com/youtube/channel/UCYk4LJI0Pr6RBDWowMm-KUw,2022-09-14T06:23:48+00Z,noxinfluencer
21,avgview weekly,2,3way Asiska,Music,2.11M,4.26M,https://www.noxinfluencer.com/youtube/channel/UCTa6bzbqjx604RGk9FTN7bg,2022-09-14T06:23:48+00Z,noxinfluencer
22,avgview weekly,2.5,L'Oréal Paris Indonesia,Education,89.4K,4.21M,https://www.noxinfluencer.com/youtube/channel/UCkWwW6alB0DURnZOl5RxSJw,2022-09-14T06:23:48+00Z,noxinfluencer
23,avgview weekly,3.5,Gerrard Wijaya,Gaming,4.08M,4.17M,https://www.noxinfluencer.com/youtube/channel/UCkzbfqQmXyAPY_XEsJvkcWg,2022-09-14T06:23:48+00Z,noxinfluencer
24,avgview weekly,3.5,DC. PRODUCTION,Music,1.98M,3.88M,https://www.noxinfluencer.com/youtube/channel/UC7FE8E7nCP-sJO8o4FTo93Q,2022-09-14T06:23:48+00Z,noxinfluencer
25,avgview weekly,4.5,Billy karavdic,Comedy,2.43M,3.75M,https://www.noxinfluencer.com/youtube/channel/UC_LriaoeJN1Ea1Wts11P5uw,2022-09-14T06:23:48+00Z,noxinfluencer
26,avgview weekly,4,bobacott,Gaming,1.72M,3.65M,https://www.noxinfluencer.com/youtube/channel/UC0CxleerqkHYVcJieek39rw,2022-09-14T06:23:48+00Z,noxinfluencer
27,avgview weekly,2,AHHA MUSIC,Music,1.34M,3.55M,https://www.noxinfluencer.com/youtube/channel/UC6kwA_uLrl-a3EdkY_aDJ-w,2022-09-14T06:23:48+00Z,noxinfluencer
28,avgview weekly,2,Arvian Dwi,Music,1.21M,3.46M,https://www.noxinfluencer.com/youtube/channel/UCDiZ0buP7Mx3k9bWULlNUfQ,2022-09-14T06:23:48+00Z,noxinfluencer
29,avgview weekly,4.5,WARINTIL OFFICIAL,Comedy,8.13M,3.44M,https://www.noxinfluencer.com/youtube/channel/UCEHprhvK2xu0CYKcnbMshBw,2022-09-14T06:23:48+00Z,noxinfluencer
30,avgview weekly,4,WILSON SINAI,Comedy,1.26M,3.4M,https://www.noxinfluencer.com/youtube/channel/UC7NjHQFW-iD0nZy2javtbsA,2022-09-14T06:23:48+00Z,noxinfluencer
31,avgview weekly,2,Kangen Band Official,Music,1.58M,3.38M,https://www.noxinfluencer.com/youtube/channel/UCGx_8w3WQpD2lbVLt53-BYA,2022-09-14T06:23:48+00Z,noxinfluencer
